run,algorithm,threshold,time,max_memory
1,apriori_pruning,0.15,0.000225,22.79
2,apriori_pruning,0.15,0.000229,22.79
3,apriori_pruning,0.15,0.000249,22.79
4,apriori_pruning,0.15,0.000236,22.79
5,apriori_pruning,0.15,0.000217,22.79
1,apriori_no_pruning,0.15,0.000198,22.79
2,apriori_no_pruning,0.15,0.00018,22.79
3,apriori_no_pruning,0.15,0.000185,22.79
4,apriori_no_pruning,0.15,0.000247,22.79
5,apriori_no_pruning,0.15,0.000228,22.79
1,eclat,0.1,0.00017,22.79
2,eclat,0.1,0.000404,22.79
3,eclat,0.1,0.000558,22.79
4,eclat,0.1,0.00021,22.79
5,eclat,0.1,0.000188,22.79
1,apriori_pruning,0.1,0.000253,22.79
2,apriori_pruning,0.1,0.000253,22.79
3,apriori_pruning,0.1,0.00037,22.79
4,apriori_pruning,0.1,0.000252,22.79
5,apriori_pruning,0.1,0.001464,22.79
1,apriori_no_pruning,0.1,0.000313,22.79
2,apriori_no_pruning,0.1,0.000202,22.79
3,apriori_no_pruning,0.1,0.000548,22.79
4,apriori_no_pruning,0.1,0.000208,22.79
5,apriori_no_pruning,0.1,0.000241,22.79
1,eclat,0.05,0.000184,22.79
2,eclat,0.05,0.000172,22.79
3,eclat,0.05,0.000196,22.79
4,eclat,0.05,0.000186,22.79
5,eclat,0.05,0.000175,22.79
1,apriori_pruning,0.05,0.000305,22.79
2,apriori_pruning,0.05,0.00026,22.79
3,apriori_pruning,0.05,0.000251,22.79
4,apriori_pruning,0.05,0.000248,22.79
5,apriori_pruning,0.05,0.000327,22.79
1,apriori_no_pruning,0.05,0.000223,22.79
2,apriori_no_pruning,0.05,0.001316,22.79
3,apriori_no_pruning,0.05,0.000223,22.79
4,apriori_no_pruning,0.05,0.000197,22.79
5,apriori_no_pruning,0.05,0.000425,22.79
1,eclat,0.01,0.000178,22.79
2,eclat,0.01,0.000179,22.79
3,eclat,0.01,0.000518,22.79
4,eclat,0.01,0.000261,22.79
5,eclat,0.01,0.000471,22.79
1,apriori_pruning,0.01,0.000446,22.79
2,apriori_pruning,0.01,0.000382,22.79
3,apriori_pruning,0.01,0.000279,22.79
4,apriori_pruning,0.01,0.000263,22.79
5,apriori_pruning,0.01,0.000272,22.79
1,apriori_no_pruning,0.01,0.000211,22.79
2,apriori_no_pruning,0.01,0.000371,22.79
3,apriori_no_pruning,0.01,0.000252,22.79
4,apriori_no_pruning,0.01,0.000503,22.79
5,apriori_no_pruning,0.01,0.00024,22.79
1,eclat,0.005,0.001434,22.79
2,eclat,0.005,0.000191,22.79
3,eclat,0.005,0.000167,22.79
4,eclat,0.005,0.000376,22.79
5,eclat,0.005,0.000171,22.79
1,apriori_pruning,0.005,0.000296,22.79
2,apriori_pruning,0.005,0.000307,22.79
3,apriori_pruning,0.005,0.000252,22.79
4,apriori_pruning,0.005,0.000379,22.79
5,apriori_pruning,0.005,0.000278,22.79
1,apriori_no_pruning,0.005,0.000205,22.79
2,apriori_no_pruning,0.005,0.00022,22.79
3,apriori_no_pruning,0.005,0.00021,22.79
4,apriori_no_pruning,0.005,0.000231,22.79
5,apriori_no_pruning,0.005,0.000206,22.79
1,eclat,0.001,0.000169,22.79
2,eclat,0.001,0.000293,22.79
3,eclat,0.001,0.000179,22.79
4,eclat,0.001,0.000224,22.79
5,eclat,0.001,0.000201,22.79
1,apriori_pruning,0.001,0.000256,22.79
2,apriori_pruning,0.001,0.000272,22.79
3,apriori_pruning,0.001,0.000291,22.79
4,apriori_pruning,0.001,0.000247,22.79
5,apriori_pruning,0.001,0.000263,22.79
1,apriori_no_pruning,0.001,0.000204,22.79
2,apriori_no_pruning,0.001,0.000206,22.79
3,apriori_no_pruning,0.001,0.000246,22.79
4,apriori_no_pruning,0.001,0.000211,22.79
5,apriori_no_pruning,0.001,0.000262,22.79
